iter	Logloss
284	0.4591082013
285	0.4587579349
286	0.4584619706
287	0.4579638136
288	0.4577233123
289	0.4572894155
290	0.4570494939
291	0.4567348328
292	0.4564498104
293	0.4560565432
294	0.4557419309
295	0.4555451807
296	0.4551239098
297	0.4547928589
298	0.4544347491
299	0.454140866
300	0.4539524202
301	0.453613397
302	0.4533671572
303	0.4531967678
304	0.4526633237
305	0.4523500523
306	0.4517778059
307	0.4515429245
308	0.4512767583
309	0.4509367101
310	0.4507351405
311	0.4504027374
312	0.4502457071
313	0.4499968133
314	0.4496704243
315	0.4493467967
316	0.4489712337
317	0.4486124032
318	0.4484858831
319	0.4481818494
320	0.4478727239
321	0.4474342664
322	0.4472094301
323	0.4467943716
324	0.4465147602
325	0.4460650112
326	0.4457050924
327	0.4453125592
328	0.4449631547
329	0.4446565231
330	0.4442189436
331	0.4439009892
332	0.4434338654
333	0.4431498562
334	0.4428204973
335	0.4425862947
336	0.4422842714
337	0.4420173232
338	0.4417616742
339	0.4414552316
340	0.4409242492
341	0.440721526
342	0.4404638295
343	0.4401416245
344	0.4397740111
345	0.4392308249
346	0.4388793013
347	0.4385181257
348	0.4382283924
349	0.437897282
350	0.4377236046
351	0.4372743732
352	0.4370037198
353	0.4366638067
354	0.436226014
355	0.4359223981
356	0.4352416982
357	0.4349781998
358	0.4347320046
359	0.4344060472
360	0.4340501362
361	0.4337916304
362	0.4335176327
363	0.4333190983
364	0.4329730756
365	0.432807537
366	0.4325568484
367	0.4322648648
368	0.4318829846
369	0.4316690343
370	0.4313543654
371	0.4310961884
372	0.4307068554
373	0.430404882
374	0.429972042
375	0.4297706557
376	0.4295316108
377	0.4293056216
378	0.4289697187
379	0.4286299382
380	0.4283298886
381	0.4280581535
382	0.4276914155
383	0.4274181412
384	0.4271304074
385	0.4267172002
386	0.426507261
387	0.4262013087
388	0.4258355251
389	0.4255505959
390	0.4253523591
391	0.4250059577
392	0.4246371309
393	0.4244137458
394	0.4241480401
395	0.4238643856
396	0.4235390555
397	0.4233473055
398	0.4231290434
399	0.4229628016
400	0.4227587294
401	0.422494068
402	0.4221929539
403	0.4219129231
404	0.4215223277
405	0.4212760851
406	0.4209937
407	0.4206544184
408	0.4203230487
409	0.4199771537
410	0.419838712
411	0.4195455828
412	0.4193269586
413	0.4190583448
414	0.418708607
415	0.4183469431
416	0.4180418895
417	0.4177845135
418	0.4175904625
419	0.4173624882
420	0.4171354686
421	0.4166491354
422	0.4164085281
423	0.4162062486
424	0.4160581614
425	0.4157428349
426	0.4153004191
427	0.4149727217
428	0.4146332845
429	0.4141840667
430	0.4140748809
431	0.413940063
432	0.4137479637
433	0.413454264
434	0.4132706027
435	0.41303752
436	0.4129491934
437	0.4124314071
438	0.412220468
439	0.4120126707
440	0.411648773
441	0.4114165076
442	0.4110083772
443	0.4106410986
444	0.4102492422
445	0.4099612637
446	0.4096931836
447	0.4094179702
448	0.409108172
449	0.4087918195
450	0.4086674856
451	0.4085016452
452	0.408236984
453	0.4081377491
454	0.4077841367
455	0.4073635646
456	0.4071673012
457	0.4069450703
458	0.4067050546
459	0.4063596021
460	0.4060958949
461	0.4057977728
462	0.4054699
463	0.4052134457
464	0.4049290426
465	0.4047138206
466	0.4043449521
467	0.4039769226
468	0.4037471993
469	0.4035689103
470	0.4032819435
471	0.4030413601
472	0.4028536119
473	0.4026330869
474	0.4023288436
475	0.4022234817
476	0.4019134939
477	0.4017517609
478	0.4014908679
479	0.4013369805
480	0.4011667916
481	0.4009041891
482	0.4006902581
483	0.4004974014
484	0.4002282108
485	0.4000048664
486	0.3998081014
487	0.3996422509
488	0.3994104395
489	0.3991174366
490	0.3988949078
491	0.3987096138
492	0.3984559832
493	0.398187355
494	0.3980213682
495	0.3978221925
496	0.3974900833
497	0.3970819524
498	0.3968065569
499	0.3964494379
500	0.3960853685
501	0.3957740117
502	0.3956146655
503	0.3954750304
504	0.3953131935
505	0.3950484093
506	0.3948059595
507	0.3946650125
508	0.3945479675
509	0.3942506637
510	0.393891525
511	0.393616908
512	0.3933430386
513	0.3929748048
514	0.3927733911
515	0.3925703144
516	0.392347467
517	0.3920080555
518	0.3918482253
519	0.391764402
520	0.3915196412
521	0.3911845037
522	0.3910881195
523	0.3909079452
524	0.3905649755
525	0.3902092985
526	0.3899244906
527	0.3896276699
528	0.3893283774
529	0.3891327979
530	0.3888489702
531	0.3886657247
532	0.3883943291
533	0.3880831133
534	0.3877546585
535	0.3875941842
536	0.3873739116
537	0.3871382483
538	0.3868477364
539	0.3865505627
540	0.386291138
541	0.3860379856
542	0.3856809092
543	0.3854889529
544	0.3853506152
545	0.385205386
546	0.3849398543
547	0.3846517943
548	0.3843080647
549	0.384153592
550	0.3839450321
551	0.3837799744
552	0.3834793966
553	0.3832474499
554	0.3830743409
555	0.3827499935
556	0.3825935214
557	0.3823759677
558	0.3820332834
559	0.3818896519
560	0.3817555298
561	0.381552357
562	0.3813261853
563	0.3811077489
564	0.3807999707
565	0.3806445127
566	0.38046639
567	0.38034656
568	0.3800195579
569	0.3796754433
570	0.3793864614
571	0.3791555486
572	0.3789532308
573	0.3787074931
574	0.3784557408
575	0.3781858432
576	0.3780099844
577	0.3776733927
578	0.3775743315
579	0.3774207271
580	0.3772509376
581	0.3770962379
582	0.3769275327
583	0.376557848
584	0.3763595846
585	0.3760985866
586	0.3757880422
587	0.3754702423
588	0.3751518424
589	0.3748574917
590	0.3746392303
591	0.374447326
592	0.3742527587
593	0.3739778603
594	0.3738773927
595	0.3736060255
596	0.3735294262
597	0.3733030579
598	0.3730766202
599	0.3728885713
600	0.372703408
601	0.3724108721
602	0.3723052693
603	0.3719863171
604	0.3717093589
605	0.3715610664
606	0.3713768715
607	0.3712210801
608	0.3709341121
609	0.3706979767
610	0.3705276471
611	0.3703375826
612	0.3700690553
613	0.3698940266
614	0.3696659569
615	0.3693836616
616	0.3692644179
617	0.3689944083
618	0.3687014675
619	0.3683362766
620	0.3680621104
621	0.3677874292
622	0.3674893659
623	0.3672606199
624	0.3670512207
625	0.3667065138
626	0.3664208506
627	0.3661830578
628	0.3658441848
629	0.3655904821
630	0.3652991673
631	0.365015948
632	0.364726158
633	0.3645470249
634	0.3644448196
635	0.3642417327
636	0.3639825397
637	0.3637548482
638	0.3636568002
639	0.3634887822
640	0.3632816454
641	0.3630910035
642	0.3628638094
643	0.362654825
644	0.3625097826
645	0.3623654544
646	0.3621078873
647	0.3619402192
648	0.3616505721
649	0.3612931989
650	0.3611136993
651	0.3607884371
652	0.3605684261
653	0.3603226099
654	0.3600062319
655	0.3598882682
656	0.3598173074
657	0.3596883559
658	0.3593556372
659	0.3591738344
660	0.3588117314
661	0.3585992218
662	0.3584125927
663	0.358253168
664	0.3580653707
665	0.3579580202
666	0.3577251777
667	0.357475296
668	0.3572537135
669	0.3570910854
670	0.3568963917
671	0.3566863164
672	0.3565442491
673	0.3563944476
674	0.3562591233
675	0.3559029229
676	0.3558051323
677	0.355650221
678	0.3555346137
679	0.3553803861
680	0.355133491
681	0.3549029985
682	0.3547677769
683	0.3545731285
684	0.354290832
685	0.3539349249
686	0.3537183647
687	0.3533581279
688	0.3531361414
689	0.352886396
690	0.3526631505
691	0.3523642419
692	0.352084624
693	0.3517671056
694	0.3516075858
695	0.351365292
696	0.3511359099
697	0.3510766157
698	0.3507906845
699	0.3503937625
700	0.3502719487
701	0.3500235419
702	0.3498104687
703	0.3495699966
704	0.349398471
705	0.3490287917
706	0.3488524227
707	0.3486708395
708	0.3484106768
709	0.3482577412
710	0.3481371703
711	0.3477707137
712	0.3474487441
713	0.3472635767
714	0.3470693743
715	0.3468439545
716	0.3466993392
717	0.346600114
718	0.3463415242
719	0.3461154553
720	0.3458680281
721	0.3457035452
722	0.3454958021
723	0.3452240952
724	0.3450188175
725	0.3448201586
726	0.3446051283
727	0.3444214934
728	0.3442292486
729	0.3438637014
730	0.3437050976
731	0.3434726644
732	0.3433157026
733	0.3431404845
734	0.3429385883
735	0.342713567
736	0.3424585049
737	0.34228616
738	0.342134813
739	0.341911682
740	0.3416165819
741	0.3414251143
742	0.3412542582
743	0.341022963
744	0.3408122264
745	0.340463272
746	0.3401894605
747	0.3399256962
748	0.3397040002
749	0.3395461998
750	0.3394285955
751	0.3391991037
752	0.3388728145
753	0.3385610473
754	0.3383006969
755	0.3381090884
756	0.3379101679
757	0.3377049298
758	0.3374452308
759	0.3371728405
760	0.3369194293
761	0.336735394
762	0.3365171692
763	0.3362667812
764	0.3361205775
765	0.3360299937
766	0.3358217953
767	0.3354976237
768	0.3352421674
769	0.3350350612
770	0.3348163886
771	0.3347264456
772	0.3345715177
773	0.3343674223
774	0.3340296442
775	0.3338790111
776	0.3336422996
777	0.3334480631
778	0.3332051052
779	0.3329938031
780	0.332643938
781	0.3323924802
782	0.3321349247
783	0.3320076241
784	0.3317167779
785	0.3315308889
786	0.3313217664
787	0.3311565143
788	0.3310359626
789	0.3308024356
790	0.3305633635
791	0.3302556393
792	0.3300693691
793	0.3296860986
794	0.3293859637
795	0.3290821113
796	0.3290297568
797	0.3288789734
798	0.3286696641
799	0.3284019853
800	0.3282096799
801	0.3280121607
802	0.3279139144
803	0.3274339414
804	0.3272454367
805	0.327094207
806	0.326885047
807	0.3266688146
808	0.3263901928
809	0.3261657568
810	0.3259394111
811	0.325796987
812	0.3256354049
813	0.3254229861
814	0.3252821156
815	0.3251133316
816	0.3249032484
817	0.3246757277
818	0.324486978
819	0.3241855159
820	0.3239501574
821	0.3237290585
822	0.323420979
823	0.3232701556
824	0.3231054072
825	0.3229540884
826	0.3228387386
827	0.3225370711
828	0.3222957103
829	0.322101761
830	0.3219165661
831	0.321668817
832	0.3215223202
833	0.3212797626
834	0.3211727597
835	0.3210126837
836	0.3207868177
837	0.3205688326
838	0.3205018637
839	0.3202992634
840	0.3200436095
841	0.319930791
842	0.3196887367
843	0.3194954659
844	0.3192493537
845	0.3189049531
846	0.3186981589
847	0.318576412
848	0.318373495
849	0.3181895125
850	0.3178995775
851	0.3177378515
852	0.3175665571
853	0.317409999
854	0.3172698872
855	0.3171198138
856	0.3168599231
857	0.3166652471
858	0.3164772536
859	0.3163327833
860	0.3161208385
861	0.3158996314
862	0.3155801491
863	0.3154213916
864	0.3152706589
865	0.3149421052
866	0.3146614177
867	0.3144992651
868	0.314263171
869	0.3140888989
870	0.313917317
871	0.3136985406
872	0.3134791321
873	0.3133084858
874	0.3129359615
875	0.31274248
876	0.312372805
877	0.312240803
878	0.3119733555
879	0.3118697342
880	0.3116374519
881	0.3112571888
882	0.310939999
883	0.3107534216
884	0.3105130248
885	0.3103112818
886	0.3100429314
887	0.3097928162
888	0.3097401194
889	0.3096136822
890	0.3093881173
891	0.3090937995
892	0.3088485829
893	0.3084428144
894	0.308340048
895	0.3081640009
896	0.3078656977
897	0.3077044821
898	0.3074675297
899	0.3072926049
900	0.3071780345
901	0.307049775
902	0.3068565509
903	0.3067262991
904	0.3065363712
905	0.3064179803
906	0.3062373971
907	0.3061219606
908	0.3058421551
909	0.3055978904
910	0.30540376
911	0.3052579209
912	0.3049584843
913	0.3047704166
914	0.3045476286
915	0.3042678083
916	0.3039829264
917	0.3037738103
918	0.3034951821
919	0.3033321932
920	0.3031632999
921	0.3029558411
922	0.3025428932
923	0.3022846101
924	0.3021516771
925	0.3019687719
926	0.3018041519
927	0.3016214332
928	0.3014918054
929	0.3012539777
930	0.3010477421
931	0.3008087397
932	0.3005969939
933	0.300390582
934	0.300199368
935	0.3000195477
936	0.2999266249
937	0.2996394732
938	0.2993035247
939	0.2991198717
940	0.2988219766
941	0.29859607
942	0.2983253509
943	0.2980421157
944	0.2979303422
945	0.2977366493
946	0.2975844825
947	0.2973002604
948	0.2971438379
949	0.2969491401
950	0.2968522657
951	0.2965952225
952	0.2964135165
953	0.2962566118
954	0.2960799504
955	0.2959174314
956	0.2957442681
957	0.2954794771
958	0.2952676936
959	0.2951967228
960	0.2950930771
961	0.2950356354
962	0.2949164515
963	0.2947231253
964	0.2945313877
965	0.2942719548
966	0.294121166
967	0.2938227257
968	0.2936026071
969	0.2934057702
970	0.2931647098
971	0.2929527848
972	0.2926242979
973	0.2924061661
974	0.2921779489
975	0.2920016751
976	0.2918893174
977	0.2916823613
978	0.2914626206
979	0.2911493773
980	0.2907555775
981	0.2905995268
982	0.2905017353
983	0.2904054134
984	0.2902873906
985	0.290064622
986	0.2897673012
987	0.2894576684
988	0.2891134508
989	0.2889577236
990	0.2888085117
991	0.2887091731
992	0.2885576146
993	0.2882894566
994	0.2881366316
995	0.2880611411
996	0.2879177006
997	0.2878789603
998	0.2875405718
999	0.2873041917
